ar16_index,canonical_esrs,language,official_esrs,official_theme,official_subtheme,official_subtopic,source_publication_id,source_url
38,S1,de,S1,Eigene Belegschaft,Gleichbehandlung und Chancengleichheit für alle,Beschäftigung und Inklusion von Menschen mit Behinderungen,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=de&productionSystem=cellar&part=
39,S1,de,S1,Eigene Belegschaft,Gleichbehandlung und Chancengleichheit für alle,Maßnahmen gegen Gewalt und Belästigung am Arbeitsplatz,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=de&productionSystem=cellar&part=
40,S1,de,S1,Eigene Belegschaft,Gleichbehandlung und Chancengleichheit für alle,Vielfalt,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=de&productionSystem=cellar&part=
41,S1,de,S1,Eigene Belegschaft,Sonstige arbeitsbezogene Rechte,Kinderarbeit,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=de&productionSystem=cellar&part=
42,S1,de,S1,Eigene Belegschaft,Sonstige arbeitsbezogene Rechte,Zwangsarbeit,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=de&productionSystem=cellar&part=
43,S1,de,S1,Eigene Belegschaft,Sonstige arbeitsbezogene Rechte,Angemessene Unterbringung,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=de&productionSystem=cellar&part=
44,S1,de,S1,Eigene Belegschaft,Sonstige arbeitsbezogene Rechte,Datenschutz,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=de&productionSystem=cellar&part=
45,S2,de,S2,Arbeitskräfte in der Wert-schöpfungs-kette,Arbeitsbedingungen,Sichere Beschäftigung,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=de&productionSystem=cellar&part=
46,S2,de,S2,Arbeitskräfte in der Wert-schöpfungs-kette,Arbeitsbedingungen,Arbeitszeit,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=de&productionSystem=cellar&part=
47,S2,de,S2,Arbeitskräfte in der Wert-schöpfungs-kette,Arbeitsbedingungen,Angemessene Entlohnung,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=de&productionSystem=cellar&part=
48,S2,de,S2,Arbeitskräfte in der Wert-schöpfungs-kette,Arbeitsbedingungen,Sozialer Dialog,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=de&productionSystem=cellar&part=
49,S2,de,S2,Arbeitskräfte in der Wert-schöpfungs-kette,Arbeitsbedingungen,"Vereinigungsfreiheit, einschließlich der Existenz von Betriebsräten",3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=de&productionSystem=cellar&part=
50,S2,de,S2,Arbeitskräfte in der Wert-schöpfungs-kette,Arbeitsbedingungen,Tarifverhandlungen,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=de&productionSystem=cellar&part=
51,S2,de,S2,Arbeitskräfte in der Wert-schöpfungs-kette,Arbeitsbedingungen,Vereinbarkeit von Berufs- und Privatleben,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=de&productionSystem=cellar&part=
